EntryID,LigandFormula,LigandMW,LigandID,LigandName,InChIKey,LigandSMILES,LigandofInterest,AsymID,AuthAsymID,EntityID,freeLigand,numTotalCount
5VEG,C17 H21 N4 O9 P,456.344,FMN,FLAVIN MONONUCLEOTIDE,FVTCRASFADXXNN-SCRDCRAPSA-N,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,NA,"D, G, K","A, B, C",2,TRUE,3
5VEH,Br,79.904,BR,BROMIDE ION,CPELXLSAUQHCOX-UHFFFAOYSA-M,[Br-],NA,"C, D, E, F, G, H, I, K, L, M, N, O","A, B",2,TRUE,12
5VEH,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,J,A,3,TRUE,1
5VEV,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"D, E, O","A, B",3,TRUE,3
5VEV,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"F, G, H, I, J, K, L, P, Q, R, S, T, U","A, B",4,TRUE,13
5VEV,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"M, V, W","A, B",5,TRUE,3
5VF9,O4 P,94.971,PO4,PHOSPHATE ION,NBIIXXVUZAFLBC-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-],NA,"D, G","A, B",3,TRUE,2
5VFC,C28 H44 N8 O5,572.7,9BA,"N-{(3R,6S,9S,12R)-6-ethyl-12-methyl-9-[3-(N'-methylcarbamimidamido)propyl]-2,5,8,11-tetraoxo-3-phenyl-1,4,7,10-tetraazacyclotetradecan-12-yl}-2-methylpropanamide",ZAIPJVQTYUSDTG-LDFBIXNTSA-N,CCC1C(=O)NC(C(=O)NCCC(C(=O)NC(C(=O)N1)CCCNC(=N)NC)(C)NC(=O)C(C)C)c2ccccc2,NA,B,A,2,TRUE,1
5VFC,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,C,A,3,TRUE,1
5VFC,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"D, E, F, G, H, I, J",A,4,TRUE,7
5VFD,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"B, C, D, E, F",A,2,TRUE,5
5VFD,C8 H11 N3 O6 S,277.254,9CM,"(2S,5R)-4-methyl-7-oxo-6-(sulfooxy)-1,6-diazabicyclo[3.2.1]oct-3-ene-2-carboxamide",WHFPRPRSXFJXMN-WDSKDSINSA-N,CC1=CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,NA,H,A,4,TRUE,1
5VFH,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D, E, F, G, H","A, B",2,TRUE,6
5VFI,C37 H44 N8 O4,664.796,9AJ,"2-[3'-(hydroxymethyl)-1-methyl-5-({5-[(2S)-2-methyl-4-(oxetan-3-yl)piperazin-1-yl]pyridin-2-yl}amino)-6-oxo[1,6-dihydro[3,4'-bipyridine]]-2'-yl]-7,7-dimethyl-3,4,7,8-tetrahydro-2H-cyclopenta[4,5]pyrrolo[1,2-a]pyrazin-1(6H)-one",WNEODWDFDXWOLU-QHCPKHFHSA-N,CC1CN(CCN1c2ccc(nc2)NC3=CC(=CN(C3=O)C)c4ccnc(c4CO)N5CCn6c(cc7c6CC(C7)(C)C)C5=O)C8COC8,NA,B,A,2,TRUE,1
5VFI,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"C, D, E, F, G, H, I, J",A,3,TRUE,8
5VFI,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"K, L",A,4,TRUE,2
5VFJ,C9 H8 O4,180.157,DHC,CAFFEIC ACID,QAIPRVGONGVQAS-DUXPYHPUSA-N,c1cc(c(cc1C=CC(=O)O)O)O,NA,E,A,3,TRUE,1
5VFJ,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D, F, G, H","A, B",2,TRUE,5
5VFM,C7 H16 O3,148.2,ME2,1-ETHOXY-2-(2-METHOXYETHOXY)ETHANE,CNJRPYFBORAQAU-UHFFFAOYSA-N,CCOCCOCCOC,NA,"C, H","A, B",2,TRUE,2
5VFM,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"D, E, F, G, I, J, K, L, M","A, B",3,TRUE,9
5VFM,C9 H8 O3,164.158,HC4,4'-HYDROXYCINNAMIC ACID,NGSWKAQJJWESNS-ZZXKWVIFSA-N,c1cc(ccc1C=CC(=O)O)O,NA,N,A,4,TRUE,1
5VFZ,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,B,A,2,TRUE,1
5VFZ,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"D, E",A,4,TRUE,2
5VG6,C6 H13 N O4 S,195.237,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,SXGZJKUKBWWHRA-UHFFFAOYSA-N,C1COCC[NH+]1CCS(=O)(=O)[O-],NA,"AA, CA, L, M, O, Q, S, U, W","A, B, C, D, E, F, I, J",3,TRUE,9
5VG6,C21 H30 N7 O17 P3,745.421,NDP,NADPH DIHYDRO-NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,ACFIXJIJDZMPPO-NNYOXOHSSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,NA,"BA, K, N, P, R, T, V, X, Y, Z","A, B, C, D, E, F, G, H, I, J",2,TRUE,10
5VG7,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"D, E, F, G, H, I, J, K, L, M, N, S, T, U, V, W, X, Y","A, B",4,TRUE,18
5VG7,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"AA, O, P, Q, Z","A, B",5,TRUE,5
5VGI,C24 H25 N3 O2,387.474,9DJ,"3-[({(1R)-6-[methyl(phenyl)amino]-1,2,3,4-tetrahydronaphthalen-1-yl}methyl)amino]pyridine-4-carboxylic acid",XSMABFRQESMONQ-SFHVURJKSA-N,CN(c1ccccc1)c2ccc3c(c2)CCCC3CNc4cnccc4C(=O)O,NA,"G, J, M, P","A, B, C, D",4,TRUE,4
5VGM,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,K,B,4,TRUE,1
5VGM,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"E, F, G, J","A, B",3,TRUE,4
5VGO,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"B, C",A,2,TRUE,2
5VGO,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"D, E",A,3,TRUE,2
5VGO,C5 H12 O3,120.147,PG0,2-(2-METHOXYETHOXY)ETHANOL,SBASXUCJHJRPEV-UHFFFAOYSA-N,COCCOCCO,NA,"F, G",A,4,TRUE,2
5VGO,C29 H29 N5 O3 S,527.637,9B1,"2-[2-(hydroxymethyl)-3-{1-methyl-6-oxo-5-[(pyrimidin-4-yl)amino]-1,6-dihydropyridin-3-yl}phenyl]-6,6-dimethyl-3,4,6,7-tetrahydro-2H-cyclopenta[4,5]thieno[2,3-c]pyridin-1(5H)-one",QAESSIFTPVEYRY-UHFFFAOYSA-N,CC1(Cc2c3c(sc2C1)C(=O)N(CC3)c4cccc(c4CO)C5=CN(C(=O)C(=C5)Nc6ccncn6)C)C,NA,H,A,5,TRUE,1
5VGR,C10 H15 N5 O11 P2,443.201,GDP,GUANOSINE-5'-DIPHOSPHATE,QGWNDRXFNXRZMB-UUOKFMHZSA-N,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,NA,"C, D","A, B",2,TRUE,2
5VGS,C4 H8 O,72.106,9A4,(2Z)-but-2-en-1-ol,WCASXYBKJHWFMY-IHWYPQMZSA-N,CC=CCO,NA,B,A,2,TRUE,1
5VGS,C4 H8 O,72.106,9A7,(2E)-but-2-en-1-ol,WCASXYBKJHWFMY-NSCUHMNNSA-N,CC=CCO,NA,C,A,3,TRUE,1
5VGX,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,C,A,3,TRUE,1
5VH0,C16 H10,202.251,8P0,pyrene,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4c3c2c(c1)cc4,NA,"E, F, H, I","A, C, D",2,TRUE,4
5VH0,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,G,A,3,TRUE,1
5VH3,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,E,B,3,TRUE,1
5VH4,C21 H27 N7 O14 P2,663.425,NAD,NICOTINAMIDE-ADENINE-DINUCLEOTIDE,BAWFJGJZGIEFAR-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N,NA,"E, I","A, H",3,TRUE,2
5VH4,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"F, G, H, J, K","A, B, H, L",4,TRUE,5
5VHB,C21 H20 N2 O2,332.396,9CY,N-[(2S)-1-hydroxy-3-phenylpropan-2-yl]-4-(pyridin-4-yl)benzamide,YVKVSKQNYIHXPX-FQEVSTJZSA-N,c1ccc(cc1)CC(CO)NC(=O)c2ccc(cc2)c3ccncc3,NA,C,A,3,TRUE,1
5VHU,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,B,A,2,TRUE,1
5VI7,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"B, C, D, E, F, G",A,2,TRUE,6
5VI9,C19 H14 F N3 S,335.398,9D4,"N-[(3-fluorophenyl)methyl]-6-(pyridin-4-yl)-1,3-benzothiazol-2-amine",KCSSSFZRQGBLKE-UHFFFAOYSA-N,c1cc(cc(c1)F)CNc2nc3ccc(cc3s2)c4ccncc4,NA,C,A,3,TRUE,1
5VII,C2 H5 N O2,75.067,GLY,GLYCINE,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N,NA,C,A,3,TRUE,1
5VII,C16 H18 F N3 O4,335.33,5DY,5-[(2R)-2-amino-2-carboxyethyl]-1-[4-(3-fluoropropyl)phenyl]-1H-pyrazole-3-carboxylic acid,XSHSSHMFDKPBFY-CYBMUJFWSA-N,c1cc(ccc1CCCF)n2c(cc(n2)C(=O)O)CC(C(=O)O)N,NA,D,B,4,TRUE,1
5VII,C4 H10 O3,106.12,PEG,DI(HYDROXYETHYL)ETHER,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O,NA,E,B,5,TRUE,1
5VII,C4 H12 N O3,122.143,TRS,"2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",LENZDBCJOHFCAS-UHFFFAOYSA-O,C(C(CO)(CO)[NH3+])O,NA,F,B,6,TRUE,1
5VIJ,C2 H5 N O2,75.067,GLY,GLYCINE,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N,NA,C,A,3,TRUE,1
5VIJ,C13 H12 Br N3 O4,354.156,5DX,5-[(2R)-2-amino-2-carboxyethyl]-1-(4-bromophenyl)-1H-pyrazole-3-carboxylic acid,KFJXVGGNUUTBNX-SNVBAGLBSA-N,c1cc(ccc1n2c(cc(n2)C(=O)O)CC(C(=O)O)N)Br,NA,D,B,4,TRUE,1
5VIM,C15 H22 N6 O5 S,398.437,SAM,S-ADENOSYLMETHIONINE,MEFKEPWMEQBLKI-FCKMPRQPSA-N,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)n2cnc3c2ncnc3N)O)O,NA,"C, E","A, B",2,TRUE,2
5VIM,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"D, F, G, H","A, B",3,TRUE,4
5VIR,C12 H8 O2,184.191,9CG,"1H,3H-naphtho[1,8-cd]pyran-1-one",UKOVZLWSUZKTRL-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)COC3=O,NA,"C, E","A, B",2,TRUE,2
5VIR,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,"D, F","A, B",3,TRUE,2
5VIS,C3 H4 O4,104.061,MLA,MALONIC ACID,OFOBLEOULBTSOW-UHFFFAOYSA-N,C(C(=O)O)C(=O)O,NA,C,A,2,TRUE,1
5VIS,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,D,B,3,TRUE,1
5VIS,C4 H6 O6,150.087,TAR,D(-)-TARTARIC ACID,FEWJPZIEWOKRBE-LWMBPPNESA-N,C(C(C(=O)O)O)(C(=O)O)O,NA,F,B,5,TRUE,1
5VIS,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,G,B,6,TRUE,1
5VIU,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"C, D, E, F, G, H, L","A, B",2,TRUE,7
5VIU,C6 H8 O7,192.124,CIT,CITRIC ACID,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,NA,"I, J, K",A,3,TRUE,3
5VIX,N O3,62.005,NO3,NITRATE ION,NHNBFGGVMKEFGY-UHFFFAOYSA-N,[N+](=O)([O-])[O-],NA,"B, C, D",A,2,TRUE,3
5VJ3,C18 H20 F3 N5 O3 S,443.443,HV9,4-methyl-N-({1-[4-(trifluoromethyl)pyrimidin-2-yl]piperidin-4-yl}carbamoyl)benzene-1-sulfonamide,YEGSVKBKIFWARL-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)NC(=O)NC2CCN(CC2)c3nccc(n3)C(F)(F)F,NA,B,A,2,TRUE,1
5VJ5,C12 H8 N2,180.205,PHN,"1,10-PHENANTHROLINE",DGEZNRSVGBDHLK-UHFFFAOYSA-N,c1cc2ccc3cccnc3c2nc1,NA,"E, H","A, B",3,TRUE,2
5VJD,C3 H7 O6 P,170.058,13P,"1,3-DIHYDROXYACETONEPHOSPHATE",GNGACRATGGDKBX-UHFFFAOYSA-N,C(C(=O)COP(=O)(O)O)O,NA,"F, J","A, B",4,TRUE,2
5VJE,C6 H16 O12 P2,342.132,GOS,"D-Glucitol-1,6-bisphosphate",WOYYTQHMNDWRCW-JGWLITMVSA-N,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)OP(=O)(O)O,NA,"E, H","A, B",3,TRUE,2
5VJF,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,F,A,5,TRUE,1
5VJF,C3 H7 O6 P,170.058,13P,"1,3-DIHYDROXYACETONEPHOSPHATE",GNGACRATGGDKBX-UHFFFAOYSA-N,C(C(=O)COP(=O)(O)O)O,NA,"G, K","A, B",6,TRUE,2
5VJG,C10 H8 N2,156.184,0BP,"2,2'-bipyridine",ROFVEXUMMXZLPA-UHFFFAOYSA-N,c1ccnc(c1)c2ccccn2,NA,D,A,3,TRUE,1
5VJN,C6 H15 N O10 P2,323.132,IR8,"[(2R,3S,4R,5R)-3,4-dihydroxypyrrolidine-2,5-diyl]bis(methylene) bis[dihydrogen (phosphate)]",JDMJAXIARMVOFV-KAZBKCHUSA-N,C(C1C(C(C(N1)COP(=O)(O)O)O)O)OP(=O)(O)O,NA,"C, H","A, B",2,TRUE,2
5VJN,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"D, E, F, I, J","A, B",3,TRUE,5
5VJN,C5 H5 N5,135.127,ADE,ADENINE,GFFGJBXGBJISGV-UHFFFAOYSA-N,c1[nH]c2c(n1)c(ncn2)N,NA,G,A,4,TRUE,1
5VJP,C6 H15 N O10 P2,323.132,IR9,"[(2S,3R,4S,5S)-3,4-dihydroxypyrrolidine-2,5-diyl]bis(methylene) bis[dihydrogen (phosphate)]",JDMJAXIARMVOFV-OMMKOOBNSA-N,C(C1C(C(C(N1)COP(=O)(O)O)O)O)OP(=O)(O)O,NA,"C, F","A, B",2,TRUE,2
5VJP,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"D, E, G, H, I, J, K","A, B",3,TRUE,7
5VJP,C5 H5 N5,135.127,ADE,ADENINE,GFFGJBXGBJISGV-UHFFFAOYSA-N,c1[nH]c2c(n1)c(ncn2)N,NA,L,B,4,TRUE,1
5VJQ,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"N, O, P, R, S, V","C, E, H, J",5,TRUE,6
5VJQ,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"M, Q, T, U","B, D, F, H",4,TRUE,4
5VJS,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"F, G, H",A,5,TRUE,3
5VJV,O4 P,94.971,PO4,PHOSPHATE ION,NBIIXXVUZAFLBC-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-],NA,B,A,2,TRUE,1
5VJY,C8 H19 N O5,209.24,BTB,"2-[BIS-(2-HYDROXY-ETHYL)-AMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",OWMVSZAMULFTJU-UHFFFAOYSA-N,C(CO)N(CCO)C(CO)(CO)CO,NA,"F, H, I, J, K","A, B, C, D, E",2,TRUE,5
5VJY,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,G,A,3,TRUE,1
5VK0,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"Y, Z","C, X",3,TRUE,2
5VKO,C3 H8 O,60.095,IPA,ISOPROPYL ALCOHOL,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,NA,C,A,3,TRUE,1
5VKR,C15 H23 N5 O14 P2,559.316,APR,ADENOSINE-5-DIPHOSPHORIBOSE,SRNWOUGRCWSEMX-KEOHHSTQSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,NA,D,A,3,TRUE,1
5VKT,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,E,A,3,TRUE,1
5VKT,C H2 O2,46.025,FMT,FORMIC ACID,BDAGIHXWWSANSR-UHFFFAOYSA-N,C(=O)O,NA,F,A,4,TRUE,1
5VKT,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,G,A,5,TRUE,1
5VKT,C4 H6 O5,134.087,MLT,D-MALATE,BJEPYKJPYRNKOW-UWTATZPHSA-N,C(C(C(=O)O)O)C(=O)O,NA,H,A,6,TRUE,1
5VKT,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,K,B,7,TRUE,1
5VKW,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"C, D, E, H, I, J, K, L","A, B",2,TRUE,8
5VKW,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"F, M","A, B",3,TRUE,2
5VKW,C6 H14 O4,150.173,PGE,TRIETHYLENE GLYCOL,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,C(COCCOCCO)O,NA,P,B,6,TRUE,1
5VL2,C13 H9 Cl3 N2 O,315.582,9EG,"N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)urea",ICUTUKXCWQYESQ-UHFFFAOYSA-N,c1cc(ccc1NC(=O)Nc2ccc(c(c2)Cl)Cl)Cl,NA,"I, J, K, L, M, N, O, P","A, B, C, D, E, F, G, H",2,TRUE,8
5VL8,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,D,A,4,TRUE,1
5VLC,C6 H12 N3 O,142.179,HSO,L-histidinol,ZQISRDCJNBUVMM-YFKPBYRVSA-O,c1c([nH+]c[nH]1)CC(CO)N,NA,"G, J, L, N, P, R","A, B, C, D, E, F",2,TRUE,6
5VLO,C28 H34 N8 O2 S,546.687,9EJ,"N-[(2S)-2-(diethylamino)propyl]-2-[(2S)-2-(methylcarbamoyl)azetidin-1-yl]-6-[5-(thiophen-2-yl)pyrazolo[1,5-a]pyrimidin-3-yl]pyridine-4-carboxamide",BKSPZDICBZFRLV-MBSDFSHPSA-N,CCN(CC)C(C)CNC(=O)c1cc(nc(c1)N2CCC2C(=O)NC)c3cnn4c3nc(cc4)c5cccs5,NA,"C, E","A, B",2,TRUE,2
5VLO,C4 H10 O2 S2,154.251,DTT,"2,3-DIHYDROXY-1,4-DITHIOBUTANE",VHJLVAABSRFDPM-IMJSIDKUSA-N,C(C(C(CS)O)O)S,NA,"D, F","A, B",3,TRUE,2
5VLX,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"D, E, I, J","A, B",3,TRUE,4
5VLX,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"F, G, K, L","A, B",4,TRUE,4
5VM0,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"C, E, F","A, B",2,TRUE,3
5VM0,C13 H9 Cl3 N2 O,315.582,9EG,"N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)urea",ICUTUKXCWQYESQ-UHFFFAOYSA-N,c1cc(ccc1NC(=O)Nc2ccc(c(c2)Cl)Cl)Cl,NA,"D, G","A, B",3,TRUE,2
5VM2,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,G,B,4,TRUE,1
5VM4,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"M, O, R, S, V, W","A, B, E, F, I, K",2,TRUE,6
5VM4,C H2 O2,46.025,FMT,FORMIC ACID,BDAGIHXWWSANSR-UHFFFAOYSA-N,C(=O)O,NA,"N, P, Q, T, U, X","A, B, C, G, H, L",3,TRUE,6
5VM5,C11 H17 N2 O8 P,336.235,PLS,[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-SERINE,ODVKKQWXKRZJLG-VIFPVBQESA-N,Cc1c(c(c(cn1)COP(=O)(O)O)CNC(CO)C(=O)O)O,NA,"E, H, J","A, B, C",2,TRUE,3
5VM5,C11 H13 N2 O7 P,316.204,0JO,2-{[(E)-{3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methylidene]amino}prop-2-enoic acid,BHIGINKEEFZJGX-YIXHJXPBSA-N,Cc1c(c(c(cn1)COP(=O)(O)O)C=NC(=C)C(=O)O)O,NA,O,D,4,TRUE,1
5VM6,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"B, C, E, F, H",A,2,TRUE,5
5VM6,C13 H9 Cl3 N2 O,315.582,9EG,"N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)urea",ICUTUKXCWQYESQ-UHFFFAOYSA-N,c1cc(ccc1NC(=O)Nc2ccc(c(c2)Cl)Cl)Cl,NA,D,A,3,TRUE,1
5VMA,C18 H33 N O13,471.454,G2I,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl 4-O-beta-D-glucopyranosyl-beta-D-glucopyranoside",ZIMIYDWQNDRGNF-IONZOCAKSA-N,C1C(C(C(CN1)O)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)CO,NA,"B, C",A,2,TRUE,2
5VMA,C12 H23 N O8,309.313,9MR,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-D-glucopyranoside",LEOSSOWHBSKZSO-WUYFHPBOSA-N,C1C(C(C(CN1)O)OC2C(C(C(C(O2)CO)O)O)O)CO,NA,D,A,3,TRUE,1
5VMA,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"H, I, J, K, L, M, N, O, P, Q, R, S",A,6,TRUE,12
5VMA,C3 H2 O4,102.046,MLI,MALONATE ION,OFOBLEOULBTSOW-UHFFFAOYSA-L,C(C(=O)[O-])C(=O)[O-],NA,T,A,7,TRUE,1
5VMA,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,U,A,8,TRUE,1
